"id","codigo","nombre","creditos","descripcion","objetivo","contenidos"
"IEE0703","EE0703","Laboratorio de máquinas eléctricas I","1","El curso de Laboratorio de máquinas eléctricas I aporta en el desarrollo de los siguientes rasgos del plan de estudios: evaluar el comportamiento de las máquinas eléctricas y sus accionamientos bajo diversas condiciones de operación, así como analizar su diseño y aplicaciones; y aplicar principios de metrología para medir variables físicas en sistemas electromecánicos
Los aprendizajes que los estudiantes desarrollarán en el curso son: aplicar métodos de medición y metrología para determinar variables eléctricas y mecánicas en sistemas trifásicos, transformadores y motores de inducción; evaluar el desempeño de los transformadores y los motores de inducción bajo diferentes condiciones de carga y operación, identificando factores que afectan su eficiencia; e interpretar los resultados, desarrollando informes y documentos de los experimentos.","Realizar experimentos de sistemas trifásicos, transformadores y motores de inducción","• Circuito monofásico trifilar
• Medición de potencia: conexión en estrella balanceada y desbalanceada
• Medición de potencia: conexión en delta balanceada y desbalanceada
• Mejoramiento del factor de potencia en redes trifásicas
• Transformador monofásico: corto circuito, circuito abierto, polaridad y saturación
• Transformador monofásico: regulación de tensión
• Autotransformadores: pruebas de corto circuito y circuito abierto
• Conexiones trifásicas de transformadores
• Conexión de devanados estatóricos
• Motor trifásico de jaula de ardilla y rotor devanado
• Control de velocidad con variadores de frecuencia
• Motores monofásicos de inducción con doble capacitor
• Pruebas de rotor bloqueado en motor trifásico de inducción
• Generador asincrónico"
"AUT0704","EE0704","Control automático","3","El curso de Control automático aporta en el desarrollo del siguiente rasgo del plan de estudios: diseñar e implementar sistemas de control y automatización en sistemas electromecánicos integrando modelado y simulación
Los aprendizajes que los estudiantes desarrollarán en el curso son: comprender el concepto de sistema de control, el de lazo de control realimentado y definir la función de sus componentes; analizar el control por realimentación frente al control en bucle abierto y las acciones básicas de control por realimentación; aplicar métodos en el dominio de la frecuencia de análisis y síntesis de controladores de sistemas realimentados; y sintonizar sistemas de control discretos en autómatas programables.","Diseñar e implementar sistemas de control automático en sistemas electromecánicos integrando modelado y simulación","• Introducción a los sistemas de control
• Análisis de sistemas en el dominio temporal
• Análisis de sistemas en el dominio de la frecuencia
• El controlador PID
• Análisis y diseño de sistemas de control  en el espacio de estados
• Implementación real de los sistemas de control"
"AUT0705","EE0705","Microcontroladores","2","El curso de Microcontroladores aporta en el desarrollo del siguiente rasgo del plan de estudios: desarrollar soluciones de hardware usando microcontroladores para el control y procesamiento de datos en sistemas electromecánicos
Los aprendizajes que los estudiantes desarrollarán en el curso son: comprender la arquitectura interna de un microcontrolador; programar microcontroladores en lenguaje C; y aplicar microcontroladores para el control y procesamiento datos.","Desarrollar soluciones de hardware usando microcontroladores para el control y procesamiento de datos en sistemas electromecánicos","• Introducción a los microcontroladores
• Programación en lenguaje C para microcontroladores
• GPIO (Entradas y Salidas Digitales)
• Interrupciones
• Temporizadores (timers) y contadores (counters)
• Comunicación serial
• Conversión Analógica-Digital (ADC) y Digital-Analógica (DAC)
• Modulación por Ancho de Pulso (PWM)
• Memoria
• Reloj en Tiempo Real (RTC)
• Acceso Directo a Memoria (DMA)
• Watchdog Timer"
"IMM0706","EE0706","Elementos de máquinas","3","El curso de Elementos de máquinas aporta en el desarrollo del siguiente rasgo del plan de estudios: aplicar los principios de la mecánica de sólidos y fluidos, termodinámica y transferencia de calor para  analizar el comportamiento de los sistemas electromecánicos
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar esfuerzos y deformaciones para la estimación de factores de seguridad en componentes mecánicos, utilizando teorías de falla estática y dinámica; seleccionar materiales adecuados para componentes mecánicos, teniendo en cuenta sus propiedades y el comportamiento frente a esfuerzos estáticos y dinámicos; evaluar la falla en componentes mecánicos, considerando factores como la fatiga, el desgaste y la fractura, garantizando la seguridad y durabilidad de los diseños; y optimizar el diseño de componentes mecánicos, mediante el uso de métodos de análisis y simulación, mejorando su desempeño y la seguridad en aplicaciones de ingeniería.","Aplicar los fundamentos de la mecánica, para el diseño y selección de componentes mecánicos, enfocándose en los principios que rigen la elección y especificación de materiales y geometrías, el análisis de esfuerzos y deformaciones, factores de seguridad, la prevención de fallos y la optimización de componentes para aplicaciones de la ingeniería mecánica","• Introducción al diseño en Ingeniería Mecánica
• Materiales de ingeniería y su caracterización
• Análisis de esfuerzo y deformación,
• Deflexión y rigidez
• Falla resultante por carga estática
• Fallas por fatiga debidas a cargas variables
• Diseño de ejes y sus componentes
• Rodamientos de contacto rodante
• Rodamientos de contacto deslizante y lubricación
• Engranajes descripción general y trenes de engranajes
• Tornillos, sujetadores y diseño de juntas no permanentes
• Soldadura, adhesión y diseño de uniones permanentes
• Resortes mecánicos
• Elementos mecánicos flexibles"
"IMM0707","EE0707","Sistemas térmicos","3","El curso de Sistemas térmicos aporta en el desarrollo del siguiente rasgo del plan de estudios: aplicar los principios de la mecánica de sólidos y fluidos, termodinámica y transferencia de calor para  analizar el comportamiento de los sistemas electromecánicos
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar el comportamiento de los sistemas térmicos según los principios de la termodinámica y la transferencia de calor; evaluar el desempeño y eficiencia de los sistemas electromecánicos relacionados con la mecánica de fluidos y transferencia de calor; seleccionar elementos de ventilación, refrigeración y aire acondicionado; y aplicar metodologías de modelado y simulación para el análisis de sistemas térmicos en contextos industriales.","Aplicar los principios de la mecánica de sólidos y fluidos, termodinámica y transferencia de calor analizando el comportamiento de los sistemas térmicos","• Fundamentos de termodinámica y transferencia de calor
• Propiedades de los fluidos y mecánica de fluidos aplicada
• Sistemas de ventilación y aire comprimido
• Sistemas de refrigeración y aire acondicionado
• Modelado y Simulación de sistemas térmicos
• Evaluación de eficiencia energética en sistemas electromecánicos"
"IMM0708","EE0708","Laboratorio de sistemas térmicos","1","El curso de Laboratorio de sistemas térmicos aporta en el desarrollo de los siguientes rasgos del plan de estudios: aplicar los principios de la mecánica de sólidos y fluidos, termodinámica y transferencia de calor para  analizar el comportamiento de los sistemas electromecánicos; y aplicar principios de metrología para medir variables físicas en sistemas electromecánicos
Los aprendizajes que los estudiantes desarrollarán en el curso son: ejecutar experimentos que validen los principios de la termodinámica y transferencia de calor en sistemas reales; aplicar principios de metrología para la medición y análisis de variables en sistemas térmicos; interpretar los resultados experimentales mediante el uso de gráficas, tablas y análisis comparativos; y elaborar informes técnicos que incluyan procedimientos, resultados y conclusiones fundamentadas.","Aplicar los principios de la mecánica de sólidos y fluidos, termodinámica y transferencia de calor analizando el comportamiento de los sistemas térmicos, al realizar experiencias prácticas de laboratorio","• Introducción a la metrología térmica e instrumentos de medición
• Determinación de propiedades termodinámicas de sustancias
• Evaluación experimental de ciclos termodinámicos simples
• Transferencia de calor: conducción, convección y radiación
• Determinación del coeficiente de transferencia de calor
• Evaluación de intercambiadores de calor
• Uso de software para análisis térmico"
"IEE0802","EE0802","Máquinas eléctricas II","3","El curso de Máquinas eléctricas II aporta en el desarrollo del siguiente rasgo del plan de estudios: evaluar el comportamiento de las máquinas eléctricas y sus accionamientos bajo diversas condiciones de operación, así como analizar su diseño y aplicaciones
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar los principios de operación de las máquinas eléctricas sincrónicas y de corriente directa, comprendiendo su funcionamiento y modelado matemático; aplicar métodos de análisis para la interpretación de las curvas características, circuitos equivalentes y parámetros clave en máquinas eléctricas sincrónicas y de corriente directa; y seleccionar máquinas eléctricas sincrónicas y de corriente directa para aplicaciones específicas en la industria y sistemas de generación, transmisión y distribución de energía.","Evaluar el comportamiento de las máquinas eléctricas sincrónicas y de corriente directa para la comprensión de su funcionamiento, diseño y aplicaciones en sistemas eléctricos y de accionamiento","• Alternador sincrónico
• Motor Sincrónico
• Máquinas de corriente directa
• Generador de corriente directa
• Motores de corriente directa
• Maquinas eléctricas especiales
• Fundamentos y convertidores de electrónica de potencia
• Convertidores avanzados y aplicaciones"
"IEE0803","EE0803","Laboratorio de máquinas eléctricas II","1","El curso de Laboratorio de máquinas eléctricas II aporta en el desarrollo de los siguientes rasgos del plan de estudios: evaluar el comportamiento de las máquinas eléctricas y sus accionamientos bajo diversas condiciones de operación, así como analizar su diseño y aplicaciones; y aplicar principios de metrología para medir variables físicas en sistemas electromecánicos
Los aprendizajes que los estudiantes desarrollarán en el curso son: aplicar métodos de medición y metrología para la determinación de variables eléctricas y mecánicas en máquinas eléctricas sincrónicas y máquinas de corriente directa; evaluar el desempeño de máquinas eléctricas sincrónicas y máquinas de corriente directa bajo diferentes condiciones de carga y operación, identificando factores que afectan su eficiencia; analizar los resultados experimentales obtenidos en pruebas de máquinas eléctricas sincrónicas y máquinas de corriente directa; e interpretar los resultados, desarrollando informes y documentos de los experimentos a máquinas eléctricas sincrónicas y máquinas de corriente directa.","Realizar experimentos de máquinas eléctricas sincrónicas y máquinas de corriente directa para la comprensión de su funcionamiento, diseño y aplicaciones en sistemas eléctricos y de accionamiento","• Alternadores sincrónicos aislados
• Pruebas de la máquina sincrónica (reactancia y resistencia armadura)
• Curva de capacidad del alternador
• Alternador sincrónico en RED
• Motores sincrónicos curvas en V
• Motor sincrónico condensador sincrónico
• Generador corriente directa: conexión shunt e independiente
• Generador corriente directa: conexión compuesta
• Motor corriente directa: conexión shunt
• Motor corriente directa: conexión compuesta
• Motor corriente directa: métodos de control de velocidad
• Motor a pasos
• Servomotor
• Motor universal"
"AUT0804","EE0804","Control por eventos discretos","3","El curso de Control por eventos discretos aporta en el desarrollo del siguiente rasgo del plan de estudios: diseñar e implementar sistemas de control y automatización en sistemas electromecánicos integrando modelado y simulación
Los aprendizajes que los estudiantes desarrollarán en el curso son: modelar sistemas controlados por eventos discretos usando redes de Petri, haciendo énfasis en redes de colas y máquinas de estado; diseñar sistemas controlados por eventos discretos con base en máquinas de estado, Sequential Function Chart (SFC), Stateflow, redes de Petri; e implementar GRAFCET/SFC para la automatización de sistemas controlados por eventos discretos.","Desarrollar sistemas de control por eventos discretos utilizando microcontroladores y controladores lógicos programables (PLC)","• Introducción a los sistemas de eventos discretos
• Modelado con máquinas de estados
• Redes de colas
• Máquinas de estado
• Redes de Petri
• Especificación de controladores según norma IEC 60848
• Lenguajes estandarizados de programación según IEC 61131-3
• Implementación de lenguajes de programación"
"AUT0805","EE0805","Laboratorio de control","1","El curso de Laboratorio de control aporta en el desarrollo del siguiente rasgo del plan de estudios: diseñar e implementar sistemas de control y automatización en sistemas electromecánicos integrando modelado y simulación
Los aprendizajes que los estudiantes desarrollarán en el curso son: crear soluciones de automatización utilizando técnicas y herramientas como lugar geométrico de las raíces, diagramas de Bode, técnicas de sintonización, máquinas de estado, Sequential Function Chart (SFC), y Stateflow; implementar controladores proporcionales-integrales y derivativos (PID) para un proceso; diseñar sistemas de control utilizando controladores lógicos programables (PLC) según la norma IEC 61131-3; e implementar sistemas de control utilizando microcontroladores.","Desarrollar controladores automáticos para sistemas continuos y de eventos discretos","• Programación de PLC con IEC 61131 con lenguajes escalera
• Programación de PLC con IEC 61131 con SFC
• Configuración de PLC, buses de campo, AS-i, Profibus
• Sintonización de PID en PLCs
• Implementación de controladores PID en microcontroladores
• Diseño de controladores con lugar geométrico de las raíces y SISOTOOL
• Diseño de compensadores por medio análisis de respuesta en frecuencia
• Diseño de controladores con modelo de control predictivo (MPC)"
"INS0801","EE4801","Sistemas eléctricos de transmisión y distribución","3","El curso de Sistemas eléctricos de transmisión y distribución aporta en el desarrollo del siguiente rasgo del plan de estudios: comprender los fundamentos de los sistemas de distribución y transmisión de energía eléctrica
Los aprendizajes que los estudiantes desarrollarán en el curso son: describir la estructura de los sistemas de transmisión y distribución de energía eléctrica, representando los componentes fundamentales de los sistemas eléctricos de potencia, incluyendo generadores, transformadores, líneas de transmisión y elementos de compensación de potencia reactiva; determinar los métodos de análisis de flujos de potencia y estudios de cortocircuito para la evaluación del desempeño de las redes eléctricas; examinar el impacto de tecnologías emergentes como generación distribuida, almacenamiento de energía y redes inteligentes en la operación de los sistemas eléctricos; e identificar las condiciones anormales en la red eléctrica y los mecanismos de protección, garantizando la seguridad y estabilidad operativa del sistema.","Analizar el funcionamiento, modelado y operación de los sistemas de transmisión y distribución de energía eléctrica, considerando sus elementos fundamentales, métodos de análisis y tecnologías emergentes","• Introducción
• Elementos de modelado de sistemas eléctricos de potencia
• Elementos estáticos de las redes eléctricas
• Modelado de las líneas de transmisión
• Modelado de componentes de los sistemas de distribución
• Métodos de análsis de flujos de potencia
• Análisis de fallas y estudio de cortocircuito
• Operación de sistemas de redes inteligentes de distribución
• Análisis de condiciones anormales en la red
• Conceptos y aplicaciones de las redes inteligentes"
"INS0806","EE4806","Instalaciones eléctricas","3","El curso de Instalaciones eléctricas aporta en el desarrollo del siguiente rasgo del plan de estudios: supervisar y gestionar el diseño, especificaciones, instalación, operación y mantenimiento de sistemas electromecánicos, con un enfoque en la gestión eficiente de la energía
Los aprendizajes que los estudiantes desarrollarán en el curso son: aplicar la norma CEN para el diseño y especificación de acometidas, conductores, conductos, protecciones, transformadores, barra de tierra, centros de carga, etc., en instalaciones residenciales, comerciales e industriales; realizar estudios de corto circuito, factor de potencia y su corrección, iluminación, coordinación de protecciones y selectividad, calidad de energía en instalaciones eléctricas; especificar instalaciones mediante planos eléctricos con sus presupuestos; y utilizar software especializados de simulación de sistemas eléctricos e iluminación.","Aplicar los principios del diseño, operación y mantenimiento en sistemas eléctricos en baja tensión, bajo consulta del Código Eléctrico Nacional (CEN) vigente, en redes monofásicas de tipo residencial y trifásicas de tipo comercial e industrial","• Tipos de instalaciones eléctricas en baja tensión
• Selección de conductores
• Cálculo de circuitos ramales para diferentes tipos de cargas eléctricas
• Seguridad en instalaciones eléctricas y puesta a tierra
• Dimensionamiento de alimentadores y acometidas para diferentes tipos de cargas eléctricas
• Corrección del factor de potencia
• Estudio de corto circuito (cálculo manual)
• Coordinación de protecciones
• Principios de luminotecnia y diseño de sistemas de iluminación
• Calidad de la energía eléctrica
• Planos y especificaciones"
"INS0807","EE4807","Ventilación y aire comprimido","2","El curso de Ventilación y aire comprimido aporta en el desarrollo del siguiente rasgo del plan de estudios: supervisar y gestionar el diseño, especificaciones, instalación, operación y mantenimiento de sistemas electromecánicos, con un enfoque en la gestión eficiente de la energía
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar los principios de funcionamiento de los sistemas de ventilación y aire comprimido; comprender la normativa nacional e internacional para el diseño de sistemas electromecánicos de ventilación y aire comprimido; implementar metodologías para la instalación, operación y mantenimiento de sistemas de ventilación y aire comprimido; y desarrollar sistemas de ventilación y aire comprimido garantizando la eficiencia energética y la sostenibilidad.","Diseñar sistemas electromecánicos de ventilación y aire comprimido, con un enfoque en la gestión eficiente de la energía y el cumplimiento normativo","• Sistemas de Aire Comprimido
• Sistemas de Ventilación"
"INS0808","EE4808","Mantenimiento electromecánico","1","El curso de Mantenimiento electromecánico aporta en el desarrollo del siguiente rasgo del plan de estudios: gestionar el ciclo de vida de sistemas electromecánicos considerando la viabilidad de su transformación digital
Los aprendizajes que los estudiantes desarrollarán en el curso son: comprender el ciclo de vida de los activos industriales y su relación con la gestión del mantenimiento, identificando estrategias para que optimicen su desempeño y prolonguen su vida útil; aplicar técnicas de mantenimiento basado en condición mediante el análisis de vibraciones, termografía y otras metodologías predictivas para la detección temprana de fallos en equipos industriales; implementar herramientas digitales y estrategias de transformación digital en la gestión del mantenimiento, evaluando su impacto en la confiabilidad y eficiencia de los activos industriales; y desarrollar habilidades para el diagnóstico y pronóstico del mantenimiento, utilizando metodologías basadas en datos y normativas internacionales para la toma de decisiones fundamentadas alineadas con la estrategia del negocio.","Gestionar el mantenimiento electromecánico aplicando técnicas modernas, integrando herramientas digitales y estrategias de transformación digital que optimicen la disponibilidad, confiabilidad y eficiencia operativa de los activos industriales","• Introducción al mantenimiento industrial
• Normativas y estándares internacionales en mantenimiento
• Conceptos y principios del mantenimiento basado en condición (CBM)
• Análisis de vibraciones en equipos rotativos
• Termografía aplicada al mantenimiento predictivo
• Ultrasonido y otras técnicas de monitoreo predictivo
• Tribología y análisis de aceites
• Pruebas de diagnóstico eléctrico"
"INS0901","EE4901","Sistemas de generación y almacenamiento de energía","3","El curso de Sistemas de generación y almacenamiento de energía aporta en el desarrollo del siguiente rasgo del plan de estudios: desarrollar soluciones de generación y almacenamiento de energía para autoconsumo y venta de energía
Los aprendizajes que los estudiantes desarrollarán en el curso son: comprender los principios fundamentales de las tecnologías de generación de energía renovable y no renovable; analizar diferentes sistemas de almacenamiento de energía y su integración en redes eléctricas; dimensionar soluciones de generación y almacenamiento de energía adaptadas a diferentes contextos y necesidades; y aplicar técnicas de análisis de estabilidad para la evaluación de sistemas de generación y almacenamiento de energía, mediante el uso de herramientas de simulación y modelado.","Desarrollar en los estudiantes las competencias necesarias para la evaluación de sistemas de generación y almacenamiento de energía, tanto para autoconsumo como para la venta de energía en pequeña y gran escala, utilizando tecnologías sostenibles y eficientes","• Introducción a las energías renovables y no renovables
• Energías renovables: tecnologías e integración a la red
• Energías no renovables
• Almacenamiento de energía: baterías electroquímicas
• Almacenamiento de energía: hidrógeno y combustibles sintéticos
• Otros tipos de almacenamiento de energía
• Operación económica de la generación de electricidad
• Integración de sistemas de generación y almacenamiento al sistema de potencia"
"INS0903","EE4903","Sistemas de refrigeración y aire acondicionado","3","El curso de Sistemas de refrigeración y aire acondicionado aporta en el desarrollo del siguiente rasgo del plan de estudios: supervisar y gestionar el diseño, especificaciones, instalación, operación y mantenimiento de sistemas electromecánicos, con un enfoque en la gestión eficiente de la energía
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar los componentes principales de los sistemas de refrigeración, aire acondicionado y su funcionamiento; analizar los principios fundamentales de la refrigeración y el acondicionamiento del aire para su aplicación en sistemas industriales y comerciales; evaluar el desempeño energético de los sistemas de refrigeración y aire acondicionado mediante herramientas de análisis y normativas vigentes; y diseñar soluciones para la optimización de sistemas de refrigeración y aire acondicionado, considerando eficiencia, impacto ambiental y normativas.","Desarrollar soluciones integrales para sistemas electromecánicos de refrigeración y aire acondicionado que optimicen la eficiencia energética, minimicen el impacto ambiental y promuevan la preservación de los recursos, garantizando al mismo tiempo la conservación de los equipos y el confort en todas las etapas de su ciclo de vida","• Fundamentos de la refrigeración y aire acondicionado
• Fundamentos termodinámicos y ciclos de refrigeración
• Refrigerantes y su impacto ambiental
• Componentes de un sistema de refrigeración
• Psicrometría y procesos de aire acondicionado
• Cargas térmicas en sistemas de aire acondicionado
• Selección de equipos de aire acondicionado (sistemas de expansión directa)
• Selección de equipos de aire acondicionado (sistemas de agua helada)
• Selección y dimensionamiento de chillers
• Diseño del circuito de agua helada
• Aplicaciones especiales de la refrigeración y climatización"
"INS0904","EE4904","Laboratorio de refrigeración y aire acondicionado","1","El curso de Laboratorio de refrigeración y aire acondicionado aporta en el desarrollo de los siguientes rasgos del plan de estudios: aplicar principios de metrología para medir variables físicas en sistemas electromecánicos; y supervisar y gestionar el diseño, especificaciones, instalación, operación y mantenimiento de sistemas electromecánicos, con un enfoque en la gestión eficiente de la energía
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar los componentes principales de los sistemas de refrigeración y aire acondicionado en condiciones reales; aplicar métodos experimentales para evaluar el desempeño de sistemas de refrigeración y aire acondicionado; diagnosticar fallas en sistemas de refrigeración y aire acondicionado mediante herramientas y procedimientos técnicos; e implementar prácticas de mantenimiento preventivo y correctivo en equipos de refrigeración y aire acondicionado.","Aplicar principios y técnicas de refrigeración y aire acondicionado mediante prácticas experimentales, orientadas al análisis, operación y evaluación de sistemas reales, promoviendo la eficiencia energética, el confort térmico y la sostenibilidad","• Componentes básicos de un sistema de refrigeración real
• Funcionamiento y fallas principales de compresores de pistón y tornillo
• Ajuste de controles de presión y temperatura
• Procedimientos para hacer vacío y cargar refrigerante por el lado de baja
• Aplicación práctica de carga de refrigerante en sistemas reales
• Operación y medición de parámetros en paneles de refrigeración
• Simulación de fallas en sistemas de refrigeración y análisis de parámetros
• Procedimientos de recuperación de refrigerante y normativa ambiental
• Diagnóstico y solución de fallas en sistemas comerciales e industriales
• Laboratorio de aire acondicionado: diagnóstico y medición de desempeño
• Mantenimiento preventivo y correctivo en sistemas de refrigeración y aire acondicionado
• Estudio de casos sobre fallas en refrigeración y aire acondicionado
• Optimización del rendimiento energético en sistemas de refrigeración
• Evaluación del desempeño de un sistema de agua helada"
"INS0905","EE1101","Seminario de graduación I","3","El curso de Seminario de graduación I aporta en el desarrollo de los siguientes rasgos del plan de estudios: liderar equipos de trabajo promoviendo el pensamiento crítico, la colaboración y la innovación, fomentando una convivencia respetuosa e inclusiva; impulsar el progreso sostenible y la mejora en la calidad de vida del mayor número de personas como objetivos centrales de la ingeniería; y desarrollar habilidades en investigación y presentación de resultados con rigor científico y ético.
Los aprendizajes que los estudiantes desarrollarán en el curso son: aplicar los conceptos fundamentales de la metodología científica para la defición del problema, objetivos y justificación de un proyecto de investigación en ingeniería; desarrollar habilidades para la búsqueda, análisis y síntesis de información técnica y científica relevante mediante una revisión bibliográfica rigurosa; y elaborar un anteproyecto de investigación estructurado, técnicamente fundamentado y viable, incluyendo cronograma, metodología, y criterios éticos, que sirva como base para el Trabajo Final de Graduación.","Desarrollar en el estudiante las competencias necesarias para la formulación, planificación y sustentación un anteproyecto de investigación en ingeniería, mediante la aplicación de principios metodológicos, éticos y técnicos que orienten el desarrollo del Trabajo Final de Graduación","• Introducción a la investigación en ingeniería
• El proceso de investigación
• Revisión bibliográfica y búsqueda de información técnica
• Diseño de proyectos de investigación
• Ética en la investigación
• Metodología cuantitativa y cualitativa
• Análisis de datos
• Redacción técnica y presentación de proyectos
• Gestión de proyectos de investigación
• Presentación del anteproyecto de graduación"
"INS0906","EE4906","Instalaciones mecánico-sanitarias","3","El curso de Instalaciones mecánico-sanitarias aporta en el desarrollo del siguiente rasgo del plan de estudios: supervisar y gestionar el diseño, especificaciones, instalación, operación y mantenimiento de sistemas electromecánicos, con un enfoque en la gestión eficiente de la energía
Los aprendizajes que los estudiantes desarrollarán en el curso son: diseñar sistemas de distribución y manejo de agua potable, de recolección de aguas negras, pluviales y jabonosas; y sistemas hidrónicos, evaluando distintas configuraciones y materiales para la optimización de la eficiencia y sostenibilidad del sistema, con base en normativa nacional e internacional; elaborar planos constructivos de sistemas mecánico-sanitarios utilizando herramientas computacionales de vanguardia y aplicando la normativa y códigos vigentes.; realizar el análisis de costos y viabilidad económica en el diseño y mantenimiento de sistemas mecánico-sanitarios; e identificar aplicaciones de sistemas contra incendios en edificaciones e infraestructuras.","Diseñar sistemas de instalaciones mecánico-sanitarias, aplicando normativa nacional e internacional vigente logrando instalaciones eficientes y sostenibles","• Fundamentos de instalaciones mecánico-sanitarias
• Diseño de sistemas de agua potable e hidrónico
• Diseño de sistemas de aguas servidas
• Sistemas contra incendios
• Estrategias de eficiencia energética en instalaciones sanitarias"
"INS0907","EE4907","Laboratorio de sistemas de fluidos","1","El curso de Laboratorio de sistemas de fluidos aporta en el desarrollo de los siguientes rasgos del plan de estudios: aplicar principios de metrología para medir variables físicas en sistemas electromecánicos; y supervisar y gestionar el diseño, especificaciones, instalación, operación y mantenimiento de sistemas electromecánicos, con un enfoque en la gestión eficiente de la energía
Los aprendizajes que los estudiantes desarrollarán en el curso son: evaluar el rendimiento y eficiencia de bombas, ventiladores, compresores y turbinas a través de los laboratorios; aplicar metodologías experimentales para la medición y análisis de parámetros en sistemas de fluidos; registrar datos experimentales en bitácoras de laboratorio para su interpretación, elaborando informes técnicos fundamentados; y desarrollar habilidades en el desarme, montaje y mantenimiento de componentes de sistemas de fluidos, asegurando su correcto funcionamiento.","Experimentar con sistemas de fluidos aplicando los principios de la mecánica de fluidos, termodinámica y transferencia de calor analizando la operación de bombas, ventiladores y turbinas hidráulicas","• Curvas características típicas de bombas
• Compresores reciprocantes y rotativos
• Ventiladores y turbinas
• Válvulas y dispositivos auxiliares"
"INS0908","EE4908","Sistemas de vapor","3","El curso de Sistemas de vapor aporta en el desarrollo del siguiente rasgo del plan de estudios: supervisar y gestionar el diseño, especificaciones, instalación, operación y mantenimiento de sistemas electromecánicos, con un enfoque en la gestión eficiente de la energía
Los aprendizajes que los estudiantes desarrollarán en el curso son: estudiar los principios de combustión; y procesos de recuperación y tratamiento del agua en sistemas de vapor, con énfasis en el mejoramiento de la eficiencia del sistema; elaborar planos constructivos de sistemas de vapor utilizando herramientas computacionales de vanguardia y aplicando la normativa y códigos vigentes; aplicar técnicas de mantenimiento y gestión de la energía en sistemas de vapor para garantizar su operación eficiente y sostenible; y desarrollar sistemas de vapor garantizando la eficiencia energética y la sostenibilidad.","Diseñar sistemas de vapor garantizando un transporte eficiente de masa y energía, con un enfoque en la gestión del ciclo de vida y el cumplimiento normativo","• Introducción a sistemas de vapor
• Combustibles y combustión
• Calderas y distribución de vapor
• Tipos de usuarios de vapor
• Tratamiento de aguas de calderas
• Sistemas de recuperación de condensados
• Ahorro de energía en sistemas de vapor y proyectos en vapor"
"INS0909","EE4909","Laboratorio de sistemas de vapor","1","El curso de Laboratorio de sistemas de vapor aporta en el desarrollo de los siguientes rasgos del plan de estudios: aplicar principios de metrología para medir variables físicas en sistemas electromecánicos; y supervisar y gestionar el diseño, especificaciones, instalación, operación y mantenimiento de sistemas electromecánicos, con un enfoque en la gestión eficiente de la energía
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar los componentes principales de los sistemas de vapor y su funcionamiento; aplicar métodos experimentales para la medición de temperatura, presión y eficiencia en sistemas de combustión y generación de vapor; evaluar el desempeño de las trampas de vapor y su impacto en la eficiencia del sistema; e implementar técnicas de inspección y diagnóstico de calderas y turbinas de vapor en condiciones operativas.","Experimentar con sistemas de vapor aplicando los principios de la mecánica de fluidos, termodinámica y transferencia de calor, promoviendo la eficiencia energética y la sostenibilidad","• Métodos de medición de temperatura en sistemas de vapor
• Medición de eficiencia en sistemas de combustión y generación de vapor
• Reconocimiento y funcionamiento de calderas
• Quemadores y control de combustión
• Trampas de vapor: identificación y evaluación de eficiencia
• Análisis de calidad del agua en calderas
• Inspección y pruebas de seguridad en calderas
• Diagnóstico de sistemas de vapor en aplicaciones industriales
• Turbinas de vapor: reconocimiento y evaluación de eficiencia"
"INS1003","EE5003","Gestión de la energía","3","El curso de Gestión de la energía aporta en el desarrollo del siguiente rasgo del plan de estudios: supervisar y gestionar el diseño, especificaciones, instalación, operación y mantenimiento de sistemas electromecánicos, con un enfoque en la gestión eficiente de la energía
Los aprendizajes que los estudiantes desarrollarán en el curso son: analizar los principales modelos de gestión energética y su aplicación práctica en organizaciones de distintos sectores, con base en el ciclo de mejora continua (PDCA) y buenas prácticas reconocidas a nivel internacional; interpretar los requisitos normativos de la familia ISO 50000, en particular ISO 50001:2018, para establecer, implementar, mantener y mejorar un sistema de gestión de la energía (SGEn) conforme a estándares internacionales; evaluar mejoras en la eficiencia de procesos productivos a través del cálculo de indicadores energéticos, balances de energía y masa, así como oportunidades de conservación de la energía.; y evaluar el potencial de implementación de tecnologías de energía renovable y de reducción de impacto ambiental, considerando su influencia en la huella de carbono y la huella hídrica, desde un enfoque de sostenibilidad energética..","Gestionar la energía desde una perspectiva de la especificación, diseño, instalación, operación y mantenimiento de sistemas electromecánicos que promuevan la eficiencia, el uso racional de la energía, y la reducción del impacto ambiental en instalaciones industriales, comerciales o institucionales a través del uso de herramientas y estándares energéticos internacionales","• Introducción a la Gestión de la Energía
• Modelos de gestión de energía
• Auditorías energéticas
• Balances de energía
• Balance de masa y análisis exergético
• Indicadores energéticos (EnPIs)
• Oportunidades de conservación de energía (OCES)
• Energías renovables
• Huella de carbono y gestión de emisiones
• Huella hídrica"
