id,contenidos
EM2107,"*Tema 1: Esfuerzo (3 horas)
**Descripción del curso
**Conceptos de estática:
***Diagramas de cuerpo libre
***Clasificación de cargas (internas y externas)
***Equilibrio de un cuerpo rígido
**Concepto de esfuerzo
***Esfuerzos normales: Esfuerzos de tensión y compresión
***Esfuerzos tangenciales: Esfuerzos cortantes
***Esfuerzos de aplastamiento
**Concepto de deformación
**Consideraciones de diseño
***Resistencia de los materiales
***Factor de seguridad
***Criterios de selección de un factor de seguridad
***Diseño de estado límite 
*Tema 2: Deformación (1 hora)
**Deformación
**Deformación Unitaria
*Tema 3: Propiedades Mecánicas de los Materiales (2 horas)
**Ensayos de Tensión y Compresión
**Diagrama de Esfuerzo – Deformación
**Comportamiento del Esfuerzo y Deformación de los materiales Dúctiles y Frágiles.
**Energía de Deformación
**Relación de Poisson
**Diagrama de Esfuerzo-Deformación Cortante
**Falla de Materiales por Flujo elasto-plástico y Fatiga (**)
*Tema 4: Carga axial (6 horas)
**Principio de Saint-Venant
**Deformación Elástica de un Cuerpo Cargado Axialmente
**Principio de Superposición
**Elementos Cargados Axialmente y Estáticamente Indeterminados
**Métodos de las fuerzas para el análisis de elementos cargados axialmente
**Esfuerzo Térmico
**Concentraciones de Esfuerzo
**Deformación axial inelástica (**)
**Esfuerzos residuales (**)
*Tema 5: Torsión (8 horas)
**Deformación por Torsión de un Eje Circular
**Fórmula de la Torsión
**Transmisión de Potencia
**Ángulo de Giro
 **Elementos cargados con pares de torsión etáticamente Indeterminados (*)
**Ejes Sólidos no Circulares (*)
**Tubos de Pared Delgada con Secciones Transversales Cerradas (*)
**Concentración del Esfuerzo (*)
**Ejes macizos no circulares 225 (*)
**Tubos de pared delgada con secciones transversales cerradas (*)
**Concentración de tensiones (*)
**Torsión inelástica (*)
**Tensión residual (*)
**Diseño de Ejes	
*Tema 6: Flexión (5 horas)
**Diagramas de Cortante y Momento
**Método Gráfico para la Construcción de Diagramas de Fuerza Cortante y Momento
**Propiedades Geométricas de Área
**Deformación Flexionante de un Elemento Recto
**La Fórmula de la Flexión
**Flexión Asimétrica (*)
**Vigas Compuestas (*)
**Vigas Curvas (*)
**Concentraciones de Esfuerzo
**Flexión inelástica (*)
**Diseño de una Viga Prismática
*Tema 7: Fuerza cortante transversal (3 horas)
**Fuerza Cortante en Elementos Rectos
**Fórmula de Esfuerzo Cortante
**Flujo Cortante en Elementos Compuestos
**Flujo Cortante en Elementos de Pared Delgada
**Centro Cortante para Elementos Abiertos de Pared Delgada (*)
*Tema 8: Cargas combinadas (6 horas)
**Recipientes de Pared Delgada sometidos a Presión
**Estado de Esfuerzo Causado por Cargas Combinadas
*Tema 9: Transformación de esfuerzos (4 horas)
**Transformación del Esfuerzo Plano
**Ecuaciones Generales de la Transformación del Esfuerzo Plano
**Esfuerzos Principales y Esfuerzo Cortante Máximo en el Plano
**Círculo de Mohr – El Esfuerzo Plano
**Esfuerzo Cortante Máximo Absoluto
*Tema 10: Teorías de falla estática (4 horas)
**Teorías de falla de materiales dúctiles 
**Teorías de falla de materiales frágiles
*Tema 11: Deflexión de vigas y ejes (8 horas)
**La Curva Elástica
**Pendiente y Desplazamiento por Integración
**Funciones de Discontinuidad
**Pendiente de Desplazamiento por el Método del Área de Momento
**Método de Superposición
**Vigas y Ejes Estáticamente Indeterminados (*)
**Vigas y Ejes Estáticamente Indeterminados – Método de Integración
**Vigas y Ejes Estáticamente Indeterminados – Método del Área de Momento (*)
**Vigas	y	Ejes	Estáticamente	Indeterminados	–	Método	de Superposición
*Tema 12: Pandeo de columnas (4 horas)
**Carga Crítica
**Columna Ideal con Soportes de Pasador
**Columnas que Tienen Varios Tipos de Soporte
**La Fórmula de la Secante (*)
**Pandeo Inelástico (*)
**Diseño de Columnas para Cargas Concéntricas
**Diseño de Columnas para Cargas Excéntricas (*)
*Tema 13: Métodos de Energía (*)
**Trabajo externo y energía de deformación (*)
**Energía de deformación elástica para distintos tipos de carga 
**Conservación de la energía (*)
**Carga de impacto (*)
**Principio del trabajo virtual (*)
**Método de las fuerzas virtuales aplicadas a las cerchas (*)
**Método de las fuerzas virtuales a vigas (*)
**Teorema de Castigliano (*)
**Teorema de Castigliano aplicado a armaduras (*)
**Teorema de Castigliano aplicado a vigas a vigas (*)"
EM2106,"*Introducción a la Transferencia de Calor (4 horas)
**Definición de transferencia de calor.
**Modos de transferencia: conducción, convección y radiación.
**Leyes fundamentales de la transferencia de calor.
*Conducción de Calor (12 horas)
**Ley de Fourier.
**Conducción unidimensional y bidimensional.
**Conducción en regímenes estacionario y transitorio.
*Convección de Calor (16 horas)
**Conceptos básicos de convección.
**Coeficiente de transferencia de calor convectivo.
**Convección natural y forzada.
*Radiación de Calor (8 horas)
**Ley de Stefan-Boltzmann.
**Emisividad, absortividad y reflectividad.
**Intercambio radiativo entre superficies.
*Aplicaciones en Ingeniería Electromecánica (12 horas)
**Disipadores de calor y sistemas de refrigeración.
**Diseño térmico de componentes electromecánicos.
**Análisis térmico de motores eléctricos y dispositivos electrónicos.
*Análisis y Diseño de Sistemas Electromecánicos (12 horas)
**Integración de la transferencia de calor en el diseño de sistemas electromecánicos.
**Métodos numéricos para el análisis térmico.
**Optimización del diseño térmico en función de restricciones electromecánicas."
MI4136,"1. Tema 1: Nociones Generales 
       1. Repaso de conceptos básicos de resistencia de materiales 
       2. Repaso del dibujo de diagramas de fuerzas cortantes y momentos flectores 
       3. Deformaciones y desplazamientos 
2. Tema 2: Contenido 2: Teoría de Falla estática 
       1. Teorías de falla para materiales dúctiles 
       2. Teorías de falla para materiales Frágiles
3. Tema 3: Resistencia de Fatiga 
       1. Definiciones fundamentales 
       2. Diagramas de las tensiones límite 
       3. Ciclo simétrico 
       4. Ciclo asimétrico 
       5. Teorías de falla a fatiga 
       6. Medios para aumentar la resistencia a la fatiga 
4. Tema 4: Transmisiones 
       1. Tipos de transmisiones 
       2. Transmisiones por banda 
       3. Transmisiones por fricción 
       4. Transmisiones por engranaje 
       5. Transmisiones por tornillo sin fin 
       6. Reductores 
       7. Transmisiones por cadena 
5. Tema 5: Uniones 
Conceptos generales y clasificación de: 
       1. Uniones soldadas 
       2. Uniones con apretura 
       3. Uniones roscadas 
       4. Cuñas y pasadores 
       5. Uniones de chaveta 
       6. Uniones estriadas y sin chaveta 
       7. Uniones elásticas (resortes) 
6. Tema 6: Elementos de las transmisiones 
       1. Árboles y ejes 
       2. Cojinetes de deslizamiento 
       3. Cojinetes de contacto rodante 
       4. Acoplamientos
       5. Juntas de retención 
7. Tema 7: Tornillos de potencia 
       1. Tipos de rosca 
       2. Cálculos de pandeo
       3. Cálculos de cortante 
       4. Cálculos de desgaste 
       5. Cálculos de la eficiencia, potencia y torque"
MI4300,"1. Organización del mantenimiento. 
        1.2 Conceptos de mantenimiento. 
        1.3 Codificación, documentación. 
        1.4 Procedimientos administrativos.
        1.5 Indicadores de clase mundial. 
2. Control de costos de mantenimiento. 
       2.1 Control de costos de mantenimiento. 
       2.2 Estructura de un sistema de control de costos. 
3. Estrategias de mantenimiento 
       3.1 Tipos de mantenimiento. 
       3.2 Mantenimiento centrado en confiabilidad (RCM). 
       3.3 Funciones, fallas funcionales, modos de falla. 
       3.4 Hoja de trabajo RCM. 
       3.5 Manual de mantenimiento preventivo. 
       3.6 Disponibilidad de mantenimiento preventivo."
MI2101,"1. TEMA: Generalidades (2 hrs)
   Al final de este tema el estudiante habrá conocido los orígenes del Dibujo Técnico y habrá tomado conciencia de la importancia del Dibujo Técnico, como lenguaje y herramienta de la tecnología.
      1.1 El Dibujo Técnico como lenguaje. Historia del Dibujo Técnico.
      1.2 Objetivos del curso
      1.3 Instrumentos de Dibujo: Escalímetro, escuadras.
      1.4 La computadora como instrumento de dibujo
2. TEMA: Rotulado técnico y Formatos para dibujo Técnico (2 hrs)
    Al final del tema el estudiante deberá rotular según la norma INTE/ISO
      2.1 Norma de rotulado INTE-ISO 3098/0/2/3-2008
      2.2 Formatos según INTE-ISO 5457-2008
      2.3 Información que debe contener un cajetín INTE-ISO 7200-2008
      2.4 Ejercicios de rotulación
3. TEMA: Escalas (4 hrs)
   Al final del tema el estudiante estará en capacidad de aplicar correctamente el concepto de escalas y las normas ISO correspondientes.
      3.1 Tipos de líneas según la norma INTE ISO 128/20/21/22/23/24-2008
      3.2 Concepto de escalas
      3.3 Escalas según INTE ISO 5455-2008
      3.4 Práctica del uso de Escalas
4. TEMA: Proyecciones ortogonales (14 hrs)
   Al finalizar el tema, el estudiante deberá ser capaz de dibujar las proyecciones ortogonales de una pieza, según la norma ISO 128/30/34-2008
      4.1 Sistema de proyección y designación de vistas según la norma INTE ISO 128/30/34-2008
      4.2 Criterios de selección de la vista frontal y la ubicación de las otras vistas.
      4.3 Cantidad de vistas que definen un objeto.
      4.4 Significado y utilización de los tipos de líneas.
      4.5 Presentación de un plano:
      4.6 Limpieza
      4.7 Calidad de líneas
      4.8 Orden y adecuada ubicación de la información
      4.9 Escala
      4.10 Especificaciones técnicas.
      4.11 Práctica de proyecciones ortogonales croquizando “a mano alzada”.
      4.12 Práctica de proyecciones ortogonales utilizando Software de dibujo
5. TEMA: Proyecciones Axonométricas (12 hrs)
   Al finalizar el tema el estudiante será capaz de representar piezas mecánicas por medio de axonometrías, Norma INTE/ISO 5456/1/2/3/4-2008.
      5.1 Ejes de proyección
      5.2 Tipos de axonometrías
      5.3 Axonometrías isométricas
      5.4 Axonometrías dimétricas
      5.5 Croquizado y utilizando software de dibujo para proyecciones axonometrías.
6. TEMA: Acotado (4 hrs) (con ayuda de Software)
   Al finalizar el tema el estudiante deberá ser capaz de acotar convenientemente piezas mecánicas.
      6.1 Normas y recomendaciones INTE/ISO 129/1-2008 sobre acotado.
      6.2 Líneas utilizadas en el acotado
      6.3 Posición de la cota
      6.4 Rotulado de cotas
      6.5 Criterios para la acotación correcta de piezas.
      6.6 Relación entre cota y escala.
      6.7 Utilización de tolerancias.
7. TEMA: Cortes y secciones (4 hrs) (con ayuda de Software)
   Al finalizar el tema el estudiante deberá ser capaz de representar secciones y cortes de una pieza mecánica y tendrá criterios para discernir sobre la conveniencia de este tipo de representación.
      7.1 Concepto de cortes y secciones. Conveniencia de su utilización
      7.2 Representación e indicación de cortes según la norma INTE/ISO 128/40-44- 2008
      7.3 Achurado
      7.4 Tipos de cortes.
            • Sección en un plano de corte.
            • Sección en dos planos paralelos.
            • Sección en tres planos de corte continuos
            • Sección en dos planos de intersección
            • Plano de corte posesionado parcialmente fuera de la pieza
            • Sección removida de una vista
            • Secciones sucesivas
            • Cortes oblicuos o auxiliares
            • Cortes y secciones parciales
            • Corte y secciones de piezas simétricas
8. TEMA: Vistas auxiliares simples (4 hrs) (con ayuda de Software)
   Al finalizar el tema el estudiante tendrá criterios para discernir sobre la conveniencia de utilizar vistas auxiliares y representarlas adecuadamente.
      8.1 Vistas auxiliares
      8.2 Tipos de vistas auxiliares
      8.3 Ubicación de las vistas auxiliares
      8.4 Rotulado de vistas auxiliares.
9. TEMA: Interpretación de conjuntos mecánicos sencillos (4 hrs) (con ayuda de Software)
Al finalizar el tema, el estudiante estará en condiciones de interpretar un conjunto mecánico sencillo y podrá bosquejar correctamente cada uno de sus elementos.
      9.1 Características de un conjunto mecánico
            • Tipos de conjuntos mecánicos
            • Vistas y acotado
            • Achurado de las partes
            • Elementos estándar, rodamientos, chavetas, arandelas, etc.
            • Uniones roscadas INTE-ISO 6410-1-2-2010
            • Especificaciones técnicas
            • Interpretación y representación de conjuntos mecánicos y coquizado de sus partes.
10. TEMA: Dibujo asistido por computadora (CAD, 2D y 3D).
   Al finalizar el tema, el estudiante dominará los principios del dibujo asistido por computadora de los softwares AutoCAD y SolidWorks.
      10.1 Uso de la computadora como herramienta de dibujo
            • Entorno gráfico del software.
            • Comandos básicos.
            • Configuración del software.
            • Funciones de modelado tridimensional.
            • Prácticas dirigidas."
MI2106,"Principios generales
     Que es mecánica
     Conceptos fundamentales 
     Unidades de Medición
     Sistema Internacional de unidades
     Cálculos Numéricos
     Procedimiento general para el análisis
Vectores fuerza
     Escalares y vectores
     Operaciones vectoriales
     Suma vectorial de fuerzas
     Suma de un sistema de fuerzas coplanares
     Vectores cartesianos
     Suma de vectores cartesianos 
     Vectores de posición
     Vector fuerza dirigido a lo largo de una línea
     Producto punto
Equilibrio de una partícula
     Condiciones para el equilibrio de una partícula
     Diagrama Cuerpo Libre
     Sistemas de fuerzas Coplanares
     Sistemas de Fuerzas Tridimensionales
Resultante de un Sistema de Fuerzas
     Momento de Una Fuerza, formulación escalar.
     Producto Cruz
     Momento de Una Fuerza, formulación vectorial
     Principio de Momentos
     Momento de una Fuerza con Respecto a un Eje Específico
     Momento de Un Par
     Simplificación de Un Sistema Fuerza Par
     Reducción de una Carga Distribuida a una puntual 
Equilibrio de un Cuerpo Rígido
     Condiciones para el Equilibrio de un Cuerpo Rígido
     Diagrama de Cuerpo Libre
     Ecuaciones de Equilibrio
     Elementos a Dos Fuerzas y Tres Fuerzas
     Diagramas de Cuerpo Libre 3D
     Ecuaciones de Equilibrio 3D
     Restricciones y Determinación Estática 3D
Análisis Estructural
     Armaduras Simples
     Método de Nodos
     Elementos de Fuerza Cero
     Método de Secciones
     Bastidores y Máquinas
Fuerzas Internas
     Cargas Internas desarrolladas en elementos estructurales
     Ecuaciones y Diagramas de Fuerza Cortante y Momento Flexionante
     Relaciones Entre Carga Distribuida, Fuerza Cortante y Momento Flexionante
Fricción
     Características de la Fricción Seca
     Problemas que Implican Fricción Seca
     Fuerza de Fricción en Bandas Planas
Centroides
     Centro de Gravedad, centro de masa y centroide de un cuerpo
     Cuerpos Compuestos
     Teorema de Pappus y Guldinus
     Resultante de una carga general distribuida
Momentos de inercia
     Definición de Momentos de Inercia para Áreas
     Teorema de los Ejes Paralelos para un Área
     Radio de Girio de un Área
     Momentos de Inercia para Áreas Compuestas"
MI2202,"1. Empleo y lectura de instrumentos de medición eléctrica para corriente y voltaje
2. Resistencia y resistividad
3. Circuitos en serie y en paralelo
4. Taller de simulación de circuitos
5. Análisis de mallas y teorema de superposición
6. Taller del osciloscopio digital y el generador de señales
7. Teoremas de Thévenin y máxima transferencia de potencia
8. Circuitos RL y RC
9. Valores eficaces
10.Circuitos mixtos RLC en corriente alterna
11.Mejoramiento del factor de potencia"
MI2204,"Se desarrollan varias prácticas de extensión variable, las cuales están relacionadas a los temas siguientes:
1. Circuito RLC serie excitación senoidal
2. Contenido Armónico y filtros RLC
3. Respuesta de frecuencia y resonancia en RLC
4. Circuito monofásico trifilar
5. Medición de Potencia: Conexión en estrella
6. Medición de Potencia: Conexión en delta
7. Mejoramiento del Factor de Potencia en redes trifásicas
8. Transformador monofásico (polaridad y saturación)
9. Regulación de voltaje
10. Pruebas de Transformadores
11. Autotransformadores
12. Conexiones trifásicas de transformadores"
MI2205,"1. Conceptos y definiciones (4 horas)
       1.1. Bandas de energía
        1.2. Carga eléctrica
        1.3. Corriente
        1.4. Voltaje
        1.5. Resistencia eléctrica
        1.6. Ley de Ohm
        1.7. Potencia eléctrica
        1.8. Energía
        1.9. Elementos activos y pasivos
       1.10. Corto circuito y circuito abierto
       1.11. Fuentes dependientes e independientes
       1.12. Elementos de un circuito
2. Análisis de circuitos básicos. (8 horas)
       2.1. Leyes de Kirchhoff
       2.2. Elementos y circuitos en serie
       2.3. Divisor de voltaje
       2.4. Elementos y circuitos en paralelo
       2.5. Divisor de corriente
       2.6. Fuentes reales
3. Técnicas para el análisis de circuitos complejos. (16 horas)
       3.1. Análisis de mallas y supermallas
       3.2. Análisis de nodos y supernodos
       3.3. Superposición
       3.4. Conversión de fuentes
       3.5. Teoremas de Thévenin y Norton
       3.6. Teorema de máxima transferencia de potencia
       3.7. Conversión de delta-estrella y estrella-delta
       3.8. Circuitos Puente (H, Wheatstone)
4. Inductores y condensadores (8 horas)
       4.1. Definición de elementos reactivos
       4.2. Fundamentos de condensadores e inductores
       4.3. Arreglo de elementos reactivos en serie y paralelo
       4.4. Respuesta natural y forzada
       4.5. Las funciones de singularidad
       4.6. Circuitos de primer orden RL y RC
       4.7. Circuitos RLC de orden 2
       5. Análisis en corriente alterna (12 horas)
       5.1. Parámetros de la onda alterna
       5.2. Valor eficaz
       5.3. Fasores
       5.4. Impedancia y admitancia
       5.5. Análisis de nodos y supernodos en corriente alterna
       5.6. Análisis de mallas y supermallas en corriente alterna
       5.7. Conversión de fuentes en corriente alterna
       5.8. Teoremas de Thévenin y Norton en corriente alterna
       5.9. Potencia compleja
       5.10. Teorema de máxima transferencia de potencia promedio en
corriente alterna"
MI2207,"1. Métodos de análisis en Corriente Alterna (4 horas)
        Análisis de mallas y nodos, Teoremas de Thévenin y Norton, superposición.
2. Potencia Eléctrica (2 horas)
        Potencia instantánea y promedio. Potencias reactiva, aparente y real. Factor de potencia.
3. Respuesta en frecuencia (12 horas)
        Función de transferencia y diagramas de Bode. Resonancia serie, paralelo y compuesta; filtros pasivos, factor de calidad, ancho de banda; frecuencia compleja; transformada de Fourier y contenido armónico.
4. Sistema monofásico (4 horas)
        Cargas resistivas, inductivas y capacitivas. Cálculo de la corriente en el neutro.
5. Sistemas trifásicos (6 horas)
        Principio de generación; tensiones trifásicas balanceadas; tipos de circuitos trifásicos; generador trifásico en estrella; voltajes de línea y de fase; desfase entre línea y fase; secuencia de fase; corrientes de línea y fase; conexiones en cargas balanceadas y desbalanceadas.
6. Potencia trifásica (6 horas)
        Sistemas balanceados; potencia activa, reactiva y aparente (triángulo de potencias); medición del factor de potencia. Mejoramiento de factor de potencia.
7. Electromagnetismo (4 horas)
        Campo magnético y eléctrico; histéresis; inducción; circuitos magnéticos.
8. Transformadores (4 horas)
        Principios (construcción, componentes y clasificación); sistemas monofásicos y trifásicos; tipos de transformadores (distribución y corriente). Principio de funcionamiento; coeficiente de acoplamiento; transformador ideal; funcionamiento bajo carga; reflejo de impedancias; diseño de transformadores y autotransformadores. Reflejo de impedancias.
9. El transformador real (8 horas)
        Circuito equivalente; modelado de pérdidas; circuitos equivalentes; corrientes parásitas; funcionamiento del transformador real; saturación de transformadores; convención del punto. Regulación de tensión; porcentaje de impedancias. Prueba de circuito abierto y cortocircuito. Criterios de diseño.
10. Tipos de conexión (6 horas)
        Tipos de conexiones monofásicas (serie y paralelo); conexiones trifásicas (estrella – estrella, estrella – delta, delta – estrella, delta – delta, delta abierta – delta abierta, TScott). Autotransformadores."
MI3103,"Módulo de Precisión 
1. Introducción a la Manufactura
      a. Introducción a los procesos de manufactura 
      b. Puesto de trabajo 
      c. Seguridad en el puesto de trabajo 
      d. Simbología de colores 
      e. Tipos de herramientas de taller 
      f. Paneles de herramientas
2. Metrología 
      a. Pie de Rey 
      b. Micrómetro: interiores y exteriores 
      c. Goniómetro 
      d. Galgas 
      e. Bloques calibradores 
      f. Comparadores carátula
3. Teoría del Corte de Metales
      a. Viruta
      b. Corte con desprendimiento de Viruta
      c. Corte sin desprendimiento de Viruta
      d. Fuerzas en el corte
      e. Maquinabilidad, dureza y desgaste
      f. Herramientas de corte
      g. Tasa de remoción de material
      h. Líquidos de corte
      i. Operaciones de maquinado
4. Maquinas herramientas con desprendimiento de virutas
      a. Clasificación y constitución
      b. Herramientas de corte ángulos y materiales
      c. Velocidad de corte. Avance. Profundidad de pasada y revoluciones
       d. Herramientas de corte: nomenclatura.
5. Operaciones Fundamentales 
      a. Trazado: técnicas y herramientas 
      b. El corte con sierra: aserrado manual y mecánico 
      c. Taladrado: principio y tipos de agujeros 
      d. Herramientas: ángulos de afilado 
      e. Cálculos: velocidad de corte 
      f. Fluidos de corte: aceites y refrigerantes 
      g. Roscado manual: clasificación, normalización de elementos roscados, dimensiones y sistemas de roscas, técnica y herramientas de ejecución
6. Maquinas herramientas con desprendimiento de virutas 
      a. Clasificación y constitución 
      b. Herramientas de corte ángulos y materiales 
      c. Velocidad de corte. Avance. Profundidad de pasada y revoluciones 
      d. Herramientas de corte: nomenclatura
      e. La limadora: clasificación, características, operaciones principales, trabajos. 
      f. El torno: clasificación, características, operaciones principales, trabajos. 
      g. Fresadora: clasificación, características, operaciones principales, trabajos. 
      h. Engranajes 
      i. Rectificadora: clasificación, características, operaciones principales, trabajos.
      j. Tipos de rectificado 
      k. Velocidades 
      l. Operaciones de acabado
7. Manufactura Avanzada. 
      a. Programación de máquinas CNC 
      b. Comandos de programación, códigos G 
      c. Creación de Plan de trabajo 
      d. Corte con Láser 
      e. Impresión 3D. f. MEMS
        Módulo de Soldadura
1. Fundición y Deformación plástica de metales. 
       a. Procesos de fundición. 
       b. Concepto de deformaciones plásticas. 
       c. Forja. 
       d. Laminado. 
       e. Extrusión. 
       f. Trefilado.
       g. Estirado.
2. Soldadura 
       a. Definición de la soldadura. 
       b. Clasificación de los procesos. 
       c. Tipos de soldaduras y tipos de juntas. 
       d. Símbolos de soldadura.
3. Soldadura por arco con electrodo revestido (SMAW):
       a. Principio, arco metálico.
       b. Máquinas para soldar.
       c. Electrodos.
       d. Equipos y herramientas.
       e. Seguridad.
       f. Métodos de soldadura.
       g. Aplicaciones. 4. Soldadura oxiacetilénica (OAW):
       a. Las llamas soldantes, la llama oxiacetilénica.
       b. Acetileno y oxígeno.
       c. Equipos y herramientas.
       d. Seguridad.
       e. Métodos de soldadura.
       f. Aplicaciones.
5. Soldadura por arco con electrodo de tungsteno y protección gaseosa (GTAW): 
       a. Principios de operación. 
       b. Equipos y herramientas. 
       c. Seguridad. 
       d. Métodos de soldadura. 
       e. Aplicaciones
6. Soldadura plasma (PAW): 
        a. Principios de operación. 
        b. Equipos y herramientas. 
        c. Seguridad. 
        d. Métodos de soldadura. 
        e. Aplicaciones.
7. Soldadura por arco con alambre y protección gaseosa (GMAW):
        a. Principios de operación.
        b. Equipos y herramientas.
        c. Seguridad.
        d. Métodos de soldadura.
        e. Aplicaciones.
8. Soldadura por arco con alambre tubular (FCAW):
        a. Principios de operación.
        Equipos y herramientas.
        c. Seguridad.
        d. Métodos de soldadura.
        e. Aplicaciones.
9. Soldadura por arco sumergido (SAW):
        a. Principios de operación.
        b. Equipos y herramientas.
        c. Seguridad.
        d. Métodos de soldadura.
        e. Aplicaciones.
10. Soldadura por resistencia (RW):
        a. Principios de operación.
        b. Equipos y herramientas.
        c. Seguridad.
        d. Métodos de soldadura.
        e. Aplicaciones.
11. Defectos y evaluación de las soldaduras:
        a. Normas de aceptación (discontinuidades / defectos)
        b. Discontinuidades. 
        c. Evaluación (END)"
MI3104,"Módulo de Precisión
      Laboratorio 1 
Tema: instrumentos de medición.
Objetivo: el estudiante conocerá el uso correcto de los instrumentos de medición y verificación, además de una adecuada práctica.
      Laboratorio 2
Tema: herramientas de corte manual y trazado.
Objetivo: el estudiante conocerá sobre como cortar los metales y el trazado de los mismos utilizando una mesa de trazo (mármol) y un calibrador de alturas, además de una adecuada práctica.
      Laboratorio 3
Tema: las fresadoras, y sus operaciones principales.
Objetivo: el estudiante se familiarizará con las operaciones principales del fresado como el planeado, perfilado, y ranurado, además de una adecuada práctica.
      Laboratorio 4
Tema: el torno, y sus operaciones principales.
Objetivo: el estudiante se familiarizará con las operaciones principales del torneado como cilindrado, refrentado, roscado y cálculos de velocidades de: corte, tangenciales y avance; además de una adecuada práctica.
      Laboratorio 5
Tema: la limadora, y sus operaciones principales.
Objetivo: el estudiante se familiarizará con las operaciones principales de la limadora como planeado y ranurado, además de una adecuada práctica.
      Laboratorio 6
Tema: el taladro, sus operaciones principales y el roscado manual.
Objetivo: el estudiante conocerá sobre las operaciones principales del taladrado como velocidad de: corte, tangencial y avance, brocas, tipos de agujeros, Sistema Internacional de roscas, además de una adecuada práctica.
      Laboratorio 7
Tema: Centro de mecanizado CNC (fresadora) y operaciones principales.
Objetivo: el estudiante conocerá la secuencia de eventos necesarios para ejecutar el mecanizado de una pieza, utilizando la fresadora a control numérico computarizado, además de una adecuada práctica.
      Laboratorio 8
Tema: torno CNC.
Objetivo: el estudiante conocerá la secuencia de eventos necesarios para ejecutar el mecanizado de una pieza, utilizando el torno a control numérico computarizado, además de una adecuada práctica.
                  Módulo de Soldadura.
      Laboratorio 1 
Tema: introducción, conceptos básicos del taller relacionados con 
Calderería, soldadura RW, medidas de seguridad.
Objetivo: el estudiante conocerá todos los procesos del laboratorio y de forma general las herramientas básicas más utilizadas, para trazar, cortar, conformar y unir las piezas, además de una adecuada práctica.
      Laboratorio 2
Tema: soldadura OAW.
Objetivo: el estudiante conocerá el equipo de soldadura, medidas de seguridad, activación y descanso del equipo, así como las distintas llamas para hacer Soldaduras Homogéneas, además de una adecuada práctica.
      Laboratorio 3 
Tema: soldadura OAW.
Objetivo: el estudiante depositará cordones aceptables en posición plana y horizontal, en soldaduras homogéneas con aporte y autógena.
      Laboratorio 4
Tema: soldadura OAW.
Objetivo: el estudiante depositará cordones aceptables en posición plana y horizontal, en soldaduras heterogéneas.
      Laboratorio 5
Tema: soldadura SMAW.
Objetivo: el estudiante conocerá los distintos tipos de máquinas para soldar con electrodo revestido, medidas de seguridad, conceptos de corrientes y polaridades y también conocerá los distintos tipos de electrodos revestidos y sus características, además de una adecuada práctica.
      Laboratorio 6 
Tema: soldadura SMAW.
Objetivos: el estudiante podrá realizar cordones aceptables en posición plana, además de una adecuada práctica.
      Laboratorio 7 
Tema: confección de un proyecto sencillo.
Objetivos: el estudiante podrá realizar un proyecto, trabajando en equipo, poniendo en práctica los conocimientos y destrezas adquiridos tanto de Calderería, Soldaduras y Dibujo Técnico.
      Laboratorio 8
Tema: procesos GTAW, GMAW, oxicorte y corte por plasma.
Objetivo: el estudiante podrá reconocer estos procesos de soldaduras, así como los tipos de corte con oxicorte y con plasma en forma demostrativa, acompañada de una pequeña práctica."
MI3108,"Propiedades de los Fluidos: Definición de fluido y sus propiedades (viscosidad, densidad, presión, compresibilidad y capilaridad.). (3 horas) 
     Estática de los Fluidos: Conceptos básicos sobre presión absoluta y manométrica, la relación entre presión y elevación en gases y líquidos, fuerzas sobre áreas sumergidas y flotabilidad. (6 horas) 
     Dinámica de los Fluidos: La ecuación de continuidad, la ecuación de Bernoulli y la ecuación de la energía, y sus aplicaciones a casos comunes de dinámica de los fluidos en estado estable. (9 horas) 
     Pérdidas de Energía: Conceptos básicos sobre el flujo laminar y turbulento, el radio hidráulico, el diagrama de Moody, la ecuación de Darcy y las pérdidas en accesorios. (9 horas) 
     Sistemas de Tuberías: Conceptos básicos sobre los principios que rigen los sistemas de tuberías (serie, paralelo y redes). Desarrollo del método de Hardy Cross para el análisis de sistemas de tuberías. (9 horas) 
     Cálculo de un Sistema Hidráulico: Conceptos básicos sobre cómo utilizar la hoja electrónica y Visual Basic, para diseñar y calcular un sistema de tuberías (proyectos). (12 horas)"
