id,metodologia
MI4125,"Clases de asistencia obligatoria, donde se pondrá en práctica los conceptos vistos en el curso de teoría. Inicialmente el profesor hará una breve descripción del laboratorio a realizar, el alumno podrá consultar si tiene alguna duda. Posteriormente el estudiante se traslada a las mesas de desarme/reconocimiento, al área de toma de datos, o bien a las calderas donde va a contar con todo el equipo necesario para ejecutar dicho experimento y lograr los objetivos planteados.
Se realizará quices y tareas, así también exámenes que pretenden evaluar el conocimiento adquirido por el estudiante durante el transcurso de las lecciones"
MI4126,
MI4127,
MI4129,"Clases magistrales ,  donde se expondrán los conceptos relevantes de cada tema, los cuales serán trabajados por el estudiante en numerosas prácticas de ejercicios y quices.
El alumno podrá consultar al profesor en el horario preestablecido para evacuar cualquier duda, sea del contenido teórico y/o de las ejercicios.
Durante el curso el estudiante participará de actividades en clase, como preguntas dirigidas por el profesor, trabajos en grupos para resolver ejercicios dirigidos puntuales y específicos sobre un tema desarrollado en la lección correspondiente.
Se realizarán quices que pretenden evaluar la materia vista en clases, presenciales y/o materia asignada a través de tareas de resolución de ejercicios e indagaciones temáticas teóricas.
Se realizarán exámenes parciales que pretenden evaluar la materia vista en clases, presenciales y/o materia asignada a través de tareas de resolución de ejercicios e investigaciones asignadas.
Es posible que el estudiante realice un mini proyecto sobre algunos de los siguientes temas: Suministro de Vapor o Retorno de Condensado."
MI4209,"Clases magistrales de asistencia opcional, donde se expondrán los conceptos relevantes de cada tema, los cuales serán trabajados por el estudiante en tareas y proyectos. El alumno podrá consultar al profesor en el horario preestablecido para evacuar cualquier duda, sea del contenido teórico y/o de las tareas .
Durante el curso el estudiante participará de actividades en clase, como preguntas dirigidas por el profesor, trabajos en grupos para resolver ejercicios dirigidos puntuales y específicos sobre un tema desarrollado en la lección correspondiente.
Se realizarán exámenes parciales que pretenden evaluar la materia vista en clases, adicionalmente se realizaran exposiciones de investigación sobre temas específicos asignados por el profesor. Finalmente se realizarán tres proyectos ilustrativos en torno a la automatización para que los estudiantes pongan en práctica sus conocimientos."
MI4210,"Las lecciones son de asistencia obligatoria, por lo tanto la usencia a más de cuatro lecciones de forma injustificada el estudiante pierde el curso. Se utilizará gabacha y ropa cómoda, no se permiten sandalias, ni ropa hecha con telas inflamables. 
Cada laboratorio tiene una guía que describe dos o tres actividades las cuales se realizarán en parejas. Dicho laboratorio tiene una duración de 4 lecciones repartidas en dos semanas. Los estudiantes deben mostrar al profesor el correcto funcionamiento de los prototipos y debe existir una alternancia a la hora de presentar 
los resultados, es decir cada estudiante debe presentar y ser responsable de al menos una actividad del laboratorio.
Los estudiantes deben recabar fotografías y los resultados de los equipos de medición con el fin de elaborar el informe con las evidencias. Se recomienda tomar fotografías 
con la meza de trabajo ordenada. El informe se subirá al TecDigital la semana siguiente finalizadas las actividades.
Con la materia de los dos últimos laboratorios, se realizarán quices para evaluar la capacidad de aprendizaje del estudiante. Finalmente, cada grupo de estudiantes 
realizaran una presentación oral de algún laboratorio que se les asigne previamente."
MI4212,"Se utiliza el método de clases magistrales de asistencia opcional, donde se exponen los conceptos importantes de los diferentes temas de diseño e las instalaciones eléctricas en baja tensión, lo cuales son trabajados por los estudiantes en tareas, quices y proyectos. Además, las clases son complementadas por una serie de lecturas, para ser realizadas de manera extra clase que complementan y fortalecen los aprendizajes transmitidos 
en el aula. Durante la realización del curso se podrá realizar charlas magistrales impartidas por conferencistas invitados, en las cuales se buscará introducir al alumno a temáticas importante que completan los temas del curso y de su futuro ejercicio profesional. 
Para aprobar el curso todo alumno deberá participar en la modalidad de trabajo en grupos, en la elaboración de un diseño residencial y otro de tipo industrial o comercial. Los proyectos de diseño eléctrico son elaborados en grupos de máximo 4 estudiantes, y se deberá desarrollar a lo largo del semestre según cronograma correspondiente y conforme la materia sea cubierta. Los diseños deben venir presentado en un reporte formal que incluyen memorias detalladas de cálculo, acompañado de sus respectivos planos, que deben cumplir la reglamentación para la presentación de planos del Colegio Federado de Ingenieros y Arquitectos (CFIA).
Dentro de la realización del curso, el profesor complementa algunos de los temas del curso, con la ayuda de algún(os) software(s) de diseño con que cuente la Institución o que sea de licencia libre. Dentro de los temas que destacan para trabajar con softwares en el semestre se tienen: flujo de carga de las instalaciones eléctricas en baja tensión, estudio de corto circuito y coordinación de protecciones como mínimo y, por último, diseño de sistemas de iluminación.
Todos los estudiantes podrán consultar al profesor en el horario 
preestablecido para tal fin, de cualquier duda sobre la materia, las 
evaluaciones y los proyectos a realizar."
MI4305,Clases magistrales y participativas con prácticas en clase
MI4311,"Clases magistrales de asistencia obligatoria, donde se expondrán los conceptos relevantes de cada tema, los cuales serán trabajados por el estudiante en numerosas prácticas de tareas y quices. El alumno podrá consultar al profesor en el horario preestablecido para evacuar cualquier duda, sea del contenido teórico y/o de las tareas relativas a proyectos asignados. Durante el curso el estudiante participará de actividades en clase, como preguntas dirigidas por el profesor, trabajos en grupos para resolver ejercicios dirigidos puntuales y específicos sobre un tema desarrollado en la lección correspondiente.
Se realizarán exámenes parciales que pretenden evaluar la materia vista en clases, presenciales y/o materia asignada a través de tareas de resolución de ejercicios e investigaciones asignadas. 
A los estudiantes se les asignará trabajos de programación mediante software de uso gratuito diseñados para el libro de texto a emplear durante el curso, por lo que tendrán que invertir tiempo extraclase para conocer y perfeccionar el uso de las herramientas específicas con el fin de desarrollar los problemas en clase y los asignados en los proyectos extraclase. Estas asignaciones estarán sujetas a defensas individuales durante o fuera de la clase con el fin de que el estudiante demuestre sus conocimientos."
MI4510,"Las clases se iniciarán con una interrogación didáctica del tipo más pertinente, motivacional, reflexiva, diagnóstica, recapituladora o verificadora, como base de la presentación dialogada, la cual fomentara la interacción con los alumnos y se orientara a la introducción de nuevos contenidos, así como el esclarecer o resumir conceptos básicos.
Se buscará favorecer la construcción conjunta del conocimiento, estimulando una actitud científica, mediante el desarrollo de foros, seminarios, trabajos de grupos, resolución de problemas. 
Las evaluaciones estimaran la comprensión y los logros alcanzados por los estudiantes y se realizaran al finalizar cada unidad o grupo de unidades didácticas, mediante la asignación de pruebas cortas individuales y trabajos grupales, con o sin previo aviso, incorporando en la evaluación los contenidos revisados en clase y la información adicional recopilada por los estudiantes, 
Además, se incluirán los resultados de los foros, seminarios, trabajos de grupo y laboratorios en caso de ser necesario."
MI5135,
MI5152,
MI5215,
MI5411,
MI6153,"Se impartirán clases magistrales que abarcarán los aspectos relacionados con la gestión energética, oportunidades de ahorro de energía, huella de carbono, energías renovables y demás aspectos relacionados con la energía. También se desarrollará un proyecto de investigación, el cual se debe presentar en forma escrita como parte del trabajo en clase, donde se evidencia la aplicación de los temas desarrollados en clase"
MI6252,
MI6253,
MI6254,
MI6255,"Clases magistrales de asistencia opcional, donde se expondrán los conceptos relevantes de cada tema, los cuales serán trabajados por el estudiante en numerosas prácticas de tareas y exámenes cortos. El alumno podrá consultar al profesor en el horario preestablecido para evacuar cualquier duda, sea del contenido teórico y/o de las tareas relativas a proyectos asignados. Durante el curso el estudiante participará de actividades en clase, como preguntas dirigidas por el profesor, trabajos en grupos para resolver ejercicios dirigidos puntuales y específicos sobre un tema desarrollado en la lección correspondiente. Se realizarán exámenes parciales que pretenden evaluar la materia vista en clases, presenciales y/o materia asignada a través de tareas de resolución de ejercicios e investigaciones asignadas. Después de las dos terceras partes del período lectivo, a los estudiantes se les asignará trabajos de programación, que simulen situaciones reales, por lo que tendrán que invertir tiempo extra-clase para conocer y perfeccionar en leguaje de programación OPEN SOURCE u otro software especializado. Estas asignaciones estarán sujetas a defensas individuales fuera de clase que aseguren el aprendizaje y ejecución final de la aplicación."
MI6351,"Clases magistrales de asistencia opcional, donde se expondrán los conceptos relevantes de cada tema, con ejemplos prácticos de aplicación en el campo que incluyen demostraciones de uso de los equipos utilizados en las técnicas bajo estudio. El alumno podrá consultar al profesor en el horario preestablecido para evacuar cualquier duda, relativa a los temas de estudio. Durante el curso el estudiante participará de actividades en clase, como preguntas dirigidas por el profesor, análisis de casos de estudio, utilización de equipo, se les asigna temas de investigación, para profundizar el conocimiento en temas específicos, los cuales son presentados en forma grupal en clase. Se realizarán exámenes parciales que pretenden evaluar la materia vista en clases, presenciales y/o materia asignada a través de tareas de resolución de ejercicios e investigaciones asignadas."
MI8304,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
